LoanID,CustomerID,OriginalLoanID,LoanAmount,InterestRate,LoanPurpose,LoanStatus,LoanTerm,LoanGrade,IssueDate
5251,5251,32308906,20000.0,12.49,debt_consolidation,Fully Paid,36,B,2014-10-01
5252,5252,30165717,28000.0,11.67,credit_card,Fully Paid,60,B,2014-10-01
5253,5253,32068864,11975.0,20.99,credit_card,Fully Paid,60,E,2014-10-01
5254,5254,27691178,10000.0,16.29,vacation,Fully Paid,36,D,2014-09-01
5255,5255,32339358,16000.0,10.15,debt_consolidation,Charged Off,36,B,2014-11-01
5256,5256,31196481,13600.0,14.49,credit_card,Charged Off,36,C,2014-10-01
5257,5257,29094247,4000.0,17.57,medical,Fully Paid,36,D,2014-10-01
5258,5258,28042118,20000.0,12.99,major_purchase,Fully Paid,36,C,2014-10-01
5259,5259,33231356,30000.0,16.99,home_improvement,Charged Off,36,D,2014-11-01
5260,5260,31256349,19000.0,7.69,debt_consolidation,Fully Paid,36,A,2014-10-01
5261,5261,29273532,16000.0,16.29,debt_consolidation,Charged Off,60,D,2014-10-01
5262,5262,31287522,35000.0,15.61,credit_card,Fully Paid,60,D,2014-10-01
5263,5263,30345507,20650.0,14.49,debt_consolidation,Fully Paid,36,C,2014-10-01
5264,5264,14147690,14000.0,13.35,debt_consolidation,Fully Paid,60,C,2014-10-01
5265,5265,31276349,6350.0,10.15,debt_consolidation,Fully Paid,36,B,2014-10-01
5266,5266,32008786,12000.0,12.99,other,Fully Paid,36,C,2014-10-01
5267,5267,29033434,7650.0,15.61,credit_card,Fully Paid,36,D,2014-11-01
5268,5268,32308881,12175.0,14.99,debt_consolidation,Current,60,C,2014-10-01
5269,5269,30946023,22400.0,18.99,credit_card,Current,60,E,2014-10-01
5270,5270,26288326,20000.0,6.03,credit_card,Fully Paid,36,A,2014-09-01
5271,5271,31086302,10000.0,25.83,debt_consolidation,Charged Off,60,G,2014-10-01
5272,5272,30215518,16000.0,13.35,debt_consolidation,Fully Paid,60,C,2014-10-01
5273,5273,26549588,9000.0,13.35,debt_consolidation,Charged Off,36,C,2014-09-01
5274,5274,30264972,16000.0,7.12,debt_consolidation,Fully Paid,36,A,2014-10-01
5275,5275,26879994,10000.0,13.98,other,Fully Paid,36,C,2014-09-01
5276,5276,27632390,21075.0,12.49,car,Charged Off,60,B,2014-10-01
5277,5277,32048403,12000.0,10.15,debt_consolidation,Fully Paid,60,B,2014-10-01
5278,5278,27570832,7000.0,15.61,debt_consolidation,Fully Paid,36,D,2014-09-01
5279,5279,28482813,12200.0,13.98,credit_card,Charged Off,36,C,2014-10-01
5280,5280,29804909,12000.0,10.15,credit_card,Fully Paid,36,B,2014-10-01
5281,5281,26939942,25000.0,9.17,debt_consolidation,Fully Paid,36,B,2014-09-01
5282,5282,30405467,18000.0,13.35,debt_consolidation,Fully Paid,60,C,2014-10-01
5283,5283,27532256,9000.0,9.17,debt_consolidation,Fully Paid,36,B,2014-09-01
5284,5284,30325486,13825.0,20.2,other,Fully Paid,36,E,2014-10-01
5285,5285,27581446,33000.0,14.49,debt_consolidation,Fully Paid,60,C,2014-10-01
5286,5286,707735,3600.0,16.99,vacation,Fully Paid,36,D,2014-10-01
5287,5287,26289556,4000.0,14.49,debt_consolidation,Charged Off,36,C,2014-09-01
5288,5288,28442473,13000.0,11.67,debt_consolidation,Charged Off,36,B,2014-10-01
5289,5289,28923864,4000.0,7.69,debt_consolidation,Fully Paid,36,A,2014-10-01
5290,5290,32149286,10000.0,9.17,moving,Fully Paid,36,B,2014-10-01
5291,5291,26669641,30000.0,14.99,debt_consolidation,Fully Paid,60,C,2014-09-01
5292,5292,27690416,24000.0,6.49,home_improvement,Fully Paid,36,A,2014-09-01
5293,5293,29784944,14000.0,7.12,credit_card,Charged Off,36,A,2014-10-01
5294,5294,27320265,25000.0,6.03,major_purchase,Fully Paid,36,A,2014-09-01
5295,5295,26328667,12000.0,14.99,debt_consolidation,Charged Off,60,C,2014-09-01
5296,5296,30626237,12000.0,9.17,credit_card,Fully Paid,36,B,2014-10-01
5297,5297,27490856,12000.0,15.61,credit_card,Charged Off,60,D,2014-09-01
5298,5298,28643134,11000.0,16.29,debt_consolidation,Charged Off,36,D,2014-10-01
5299,5299,27540332,35000.0,13.35,debt_consolidation,Fully Paid,60,C,2014-10-01
5300,5300,32330211,11500.0,14.49,debt_consolidation,Fully Paid,36,C,2014-10-01
5301,5301,28883898,13200.0,13.98,debt_consolidation,Current,60,C,2014-10-01
5302,5302,29764531,8000.0,11.67,debt_consolidation,Fully Paid,36,B,2014-10-01
5303,5303,30034921,35000.0,14.49,debt_consolidation,Fully Paid,60,C,2014-10-01
5304,5304,22443476,13900.0,16.99,credit_card,Fully Paid,36,D,2014-10-01
5305,5305,20811333,35000.0,20.99,debt_consolidation,Charged Off,60,E,2014-07-01
5306,5306,24765462,10000.0,8.39,credit_card,Charged Off,36,A,2014-08-01
5307,5307,26278137,6000.0,12.49,debt_consolidation,Fully Paid,36,B,2014-09-01
5308,5308,23816087,25600.0,25.57,debt_consolidation,Fully Paid,60,F,2014-08-01
5309,5309,20668890,18000.0,15.61,credit_card,Current,60,D,2014-07-01
5310,5310,20120598,5000.0,14.99,debt_consolidation,Fully Paid,36,C,2014-07-01
5311,5311,12455444,10300.0,11.67,debt_consolidation,Fully Paid,36,B,2014-08-01
5312,5312,19607439,31350.0,13.98,debt_consolidation,Fully Paid,36,C,2014-07-01
5313,5313,25217823,4200.0,9.17,other,Fully Paid,36,B,2014-08-01
5314,5314,20671318,1000.0,10.99,home_improvement,Fully Paid,36,B,2014-07-01
5315,5315,20140182,25600.0,11.67,debt_consolidation,Fully Paid,60,B,2014-07-01
5316,5316,19667897,16200.0,12.49,credit_card,Fully Paid,36,B,2014-07-01
5317,5317,25176329,20000.0,12.99,debt_consolidation,Charged Off,36,C,2014-08-01
5318,5318,26127844,35000.0,17.57,debt_consolidation,Charged Off,60,D,2014-09-01
5319,5319,23283202,30000.0,10.99,home_improvement,Fully Paid,36,B,2014-08-01
5320,5320,21480936,10500.0,16.99,debt_consolidation,Fully Paid,60,D,2014-07-01
5321,5321,24034465,9000.0,16.29,debt_consolidation,Charged Off,36,D,2014-08-01
5322,5322,20658913,18000.0,15.61,credit_card,Charged Off,60,D,2014-07-01
5323,5323,23916100,14000.0,14.49,debt_consolidation,Fully Paid,60,C,2014-08-01
5324,5324,23875061,2175.0,16.29,major_purchase,Fully Paid,36,D,2014-08-01
5325,5325,25166330,30000.0,10.99,debt_consolidation,Fully Paid,60,B,2014-08-01
5326,5326,23973536,7000.0,7.69,credit_card,Fully Paid,36,A,2014-08-01
5327,5327,25948357,20000.0,14.49,home_improvement,Fully Paid,60,C,2014-09-01
5328,5328,23834570,8225.0,20.2,medical,Fully Paid,36,E,2014-08-01
5329,5329,24015682,35000.0,10.99,debt_consolidation,Fully Paid,36,B,2014-08-01
5330,5330,22431481,18000.0,10.15,home_improvement,Fully Paid,36,B,2014-07-01
5331,5331,17904259,28000.0,7.12,home_improvement,Fully Paid,36,A,2014-07-01
5332,5332,21231659,35000.0,6.0,small_business,Fully Paid,36,B,2014-07-01
5333,5333,3535392,19000.0,6.03,credit_card,Fully Paid,36,A,2014-07-01
5334,5334,21030805,18250.0,10.15,debt_consolidation,Charged Off,36,B,2014-07-01
5335,5335,7050682,12000.0,6.49,credit_card,Fully Paid,36,A,2014-07-01
5336,5336,22242873,10000.0,11.67,debt_consolidation,Fully Paid,36,B,2014-07-01
5337,5337,19066664,16800.0,14.49,credit_card,Charged Off,60,C,2014-08-01
5338,5338,25337773,25600.0,12.99,home_improvement,Fully Paid,60,C,2014-08-01
5339,5339,20689882,35000.0,11.67,credit_card,Fully Paid,36,B,2014-07-01
5340,5340,22682546,7200.0,22.15,other,Fully Paid,36,E,2014-07-01
5341,5341,19446340,6000.0,8.39,credit_card,Fully Paid,36,A,2014-07-01
5342,5342,17803925,15225.0,18.99,debt_consolidation,Fully Paid,60,E,2014-07-01
5343,5343,19195308,5600.0,9.17,debt_consolidation,Fully Paid,36,B,2014-07-01
5344,5344,24254947,9750.0,13.35,debt_consolidation,Fully Paid,36,C,2014-08-01
5345,5345,19586588,9100.0,6.03,debt_consolidation,Fully Paid,36,A,2014-07-01
5346,5346,22294396,3000.0,17.57,debt_consolidation,Fully Paid,36,D,2014-07-01
5347,5347,24655411,2000.0,12.49,major_purchase,Charged Off,36,B,2014-08-01
5348,5348,19336501,9400.0,6.49,debt_consolidation,Fully Paid,36,A,2014-07-01
5349,5349,21221295,3000.0,13.35,renewable_energy,Fully Paid,36,C,2014-07-01
5350,5350,20107195,28775.0,24.08,debt_consolidation,Charged Off,60,F,2014-07-01
5351,5351,23864507,12000.0,7.69,debt_consolidation,Fully Paid,36,A,2014-08-01
5352,5352,22241624,21700.0,11.67,credit_card,Fully Paid,36,B,2014-07-01
5353,5353,21831122,17000.0,15.61,debt_consolidation,Fully Paid,36,D,2014-08-01
5354,5354,23593573,30000.0,20.2,debt_consolidation,Fully Paid,60,E,2014-08-01
5355,5355,22472186,24000.0,6.49,debt_consolidation,Fully Paid,36,A,2014-07-01
5356,5356,20449438,23200.0,20.2,debt_consolidation,Charged Off,60,E,2014-07-01
5357,5357,21270215,16000.0,12.99,debt_consolidation,Fully Paid,60,C,2014-08-01
5358,5358,20578845,10000.0,10.15,debt_consolidation,Fully Paid,36,B,2014-07-01
5359,5359,23944394,14325.0,19.52,debt_consolidation,Fully Paid,60,E,2014-08-01
5360,5360,19557800,8400.0,14.99,debt_consolidation,Fully Paid,36,C,2014-07-01
5361,5361,21381176,9175.0,14.99,debt_consolidation,Fully Paid,36,C,2014-07-01
5362,5362,20067539,20375.0,7.69,debt_consolidation,Fully Paid,36,A,2014-07-01
5363,5363,20049433,18000.0,9.17,debt_consolidation,Fully Paid,36,B,2014-07-01
5364,5364,23673615,20000.0,10.15,debt_consolidation,Fully Paid,36,B,2014-08-01
5365,5365,21430614,16000.0,13.98,home_improvement,Fully Paid,60,C,2014-08-01
5366,5366,26237710,12000.0,7.12,credit_card,Fully Paid,36,A,2014-09-01
5367,5367,22283495,14400.0,11.67,debt_consolidation,Fully Paid,36,B,2014-07-01
5368,5368,20710906,24000.0,15.61,debt_consolidation,Fully Paid,60,D,2014-07-01
5369,5369,20748952,4000.0,12.99,debt_consolidation,Fully Paid,36,C,2014-07-01
5370,5370,23162885,10000.0,8.39,debt_consolidation,Fully Paid,36,A,2014-08-01
5371,5371,24044359,14000.0,7.12,credit_card,Fully Paid,36,A,2014-08-01
5372,5372,22404289,9800.0,9.17,debt_consolidation,Fully Paid,36,B,2014-07-01
5373,5373,20170535,17500.0,16.99,debt_consolidation,Charged Off,36,D,2014-07-01
5374,5374,19917722,34000.0,9.17,debt_consolidation,Fully Paid,36,B,2014-07-01
5375,5375,24204535,14000.0,10.99,debt_consolidation,Fully Paid,36,B,2014-08-01
5376,5376,23313245,10000.0,16.99,credit_card,Charged Off,60,D,2014-08-01
5377,5377,18905936,28775.0,23.43,other,Current,60,F,2014-07-01
5378,5378,22161590,35000.0,16.99,credit_card,Fully Paid,60,D,2014-07-01
5379,5379,12478989,10850.0,23.43,credit_card,Fully Paid,60,F,2014-07-01
5380,5380,19997290,14050.0,14.49,debt_consolidation,Fully Paid,36,C,2014-07-01
5381,5381,21200242,28000.0,7.69,home_improvement,Fully Paid,36,A,2014-07-01
5382,5382,23855923,26575.0,16.99,debt_consolidation,Fully Paid,60,D,2014-08-01
5383,5383,23463270,8000.0,12.99,other,Fully Paid,36,C,2014-08-01
5384,5384,24616175,5375.0,14.49,debt_consolidation,Fully Paid,36,C,2014-08-01
5385,5385,23874743,12350.0,22.15,debt_consolidation,Current,60,E,2014-08-01
5386,5386,23825401,1000.0,10.99,credit_card,Fully Paid,36,B,2014-08-01
5387,5387,21211163,12000.0,12.49,debt_consolidation,Fully Paid,36,B,2014-07-01
5388,5388,21211249,10375.0,16.99,debt_consolidation,Fully Paid,36,D,2014-07-01
5389,5389,20752223,20200.0,16.29,credit_card,Current,60,D,2014-07-01
5390,5390,20059726,6500.0,7.12,credit_card,Fully Paid,36,A,2014-07-01
5391,5391,20721542,8000.0,10.99,debt_consolidation,Fully Paid,36,B,2014-07-01
5392,5392,17573081,13000.0,8.39,debt_consolidation,Fully Paid,36,A,2014-07-01
5393,5393,21500938,20000.0,23.43,debt_consolidation,Current,60,F,2014-07-01
5394,5394,23483271,12000.0,14.49,debt_consolidation,Current,60,C,2014-08-01
5395,5395,25236485,28100.0,12.99,debt_consolidation,Fully Paid,36,C,2014-08-01
5396,5396,18985961,35000.0,14.49,debt_consolidation,Fully Paid,60,C,2014-06-01
5397,5397,25927615,1450.0,13.35,home_improvement,Fully Paid,36,C,2014-08-01
5398,5398,21841407,28500.0,20.99,debt_consolidation,Charged Off,60,E,2014-07-01
5399,5399,23953531,16100.0,16.99,debt_consolidation,Fully Paid,60,D,2014-08-01
5400,5400,25387804,12000.0,15.61,debt_consolidation,Fully Paid,60,D,2014-08-01
5401,5401,20670931,5500.0,11.67,debt_consolidation,Fully Paid,36,B,2014-07-01
5402,5402,22372455,15000.0,14.49,credit_card,Fully Paid,36,C,2014-07-01
5403,5403,23112913,1200.0,18.99,other,Fully Paid,36,E,2014-08-01
5404,5404,21010964,35000.0,10.15,debt_consolidation,Charged Off,36,B,2014-07-01
5405,5405,24455034,10000.0,16.99,debt_consolidation,Fully Paid,36,D,2014-08-01
5406,5406,22361898,8975.0,13.35,debt_consolidation,Charged Off,36,C,2014-08-01
5407,5407,17633124,9825.0,14.49,debt_consolidation,Charged Off,36,C,2014-07-01
5408,5408,20801746,12500.0,19.52,debt_consolidation,Fully Paid,60,E,2014-07-01
5409,5409,20748880,10000.0,14.49,debt_consolidation,Late (31-120 days),60,C,2014-07-01
5410,5410,19136583,25200.0,19.52,debt_consolidation,Charged Off,60,E,2014-07-01
5411,5411,21731112,18000.0,9.17,debt_consolidation,Fully Paid,36,B,2014-08-01
5412,5412,23603371,27200.0,14.99,debt_consolidation,Fully Paid,60,C,2014-08-01
5413,5413,21951231,16000.0,18.24,debt_consolidation,Fully Paid,60,D,2014-07-01
5414,5414,24846040,20000.0,13.35,home_improvement,Fully Paid,36,C,2014-08-01
5415,5415,22352810,26000.0,20.2,debt_consolidation,Charged Off,60,E,2014-08-01
5416,5416,21110859,24000.0,15.61,debt_consolidation,Fully Paid,60,D,2014-07-01
5417,5417,20110303,17050.0,17.57,debt_consolidation,Charged Off,36,D,2014-07-01
5418,5418,20801034,12000.0,14.99,debt_consolidation,Fully Paid,60,C,2014-07-01
5419,5419,18715098,9600.0,7.69,debt_consolidation,Fully Paid,36,A,2014-07-01
5420,5420,19426384,8000.0,6.49,credit_card,Fully Paid,36,A,2014-07-01
5421,5421,11405989,3000.0,12.49,credit_card,Charged Off,36,B,2014-08-01
5422,5422,20809210,12175.0,14.99,debt_consolidation,Fully Paid,36,C,2014-07-01
5423,5423,22312584,12725.0,13.35,credit_card,Fully Paid,36,C,2014-07-01
5424,5424,20089190,7000.0,6.49,debt_consolidation,Fully Paid,36,A,2014-07-01
5425,5425,21220277,35000.0,16.29,debt_consolidation,Current,60,D,2014-07-01
5426,5426,19928187,6375.0,16.29,small_business,Fully Paid,36,D,2014-08-01
5427,5427,21150286,17000.0,11.67,debt_consolidation,Fully Paid,36,B,2014-07-01
5428,5428,21431311,5000.0,19.52,major_purchase,Fully Paid,36,E,2014-07-01
5429,5429,23453168,35000.0,13.35,debt_consolidation,Fully Paid,60,C,2014-08-01
5430,5430,22344522,4375.0,10.15,credit_card,Fully Paid,36,B,2014-07-01
5431,5431,23925426,3500.0,14.99,debt_consolidation,Fully Paid,36,C,2014-08-01
5432,5432,20089077,14575.0,20.2,debt_consolidation,Current,60,E,2014-07-01
5433,5433,18645000,24000.0,7.69,debt_consolidation,Fully Paid,36,A,2014-07-01
5434,5434,24715397,13200.0,13.98,debt_consolidation,Fully Paid,60,C,2014-08-01
5435,5435,24035459,7900.0,15.61,debt_consolidation,Fully Paid,36,D,2014-08-01
5436,5436,23844075,15000.0,9.17,credit_card,Fully Paid,36,B,2014-08-01
5437,5437,17724737,23725.0,18.24,other,Charged Off,60,D,2014-08-01
5438,5438,20138593,14900.0,13.98,debt_consolidation,Fully Paid,36,C,2014-07-01
5439,5439,21410554,35000.0,15.61,home_improvement,Current,60,D,2014-07-01
5440,5440,25867275,19500.0,14.99,debt_consolidation,Fully Paid,36,C,2014-08-01
5441,5441,20749980,6400.0,10.15,home_improvement,Fully Paid,36,B,2014-07-01
5442,5442,21400692,3500.0,13.98,other,Fully Paid,36,C,2014-07-01
5443,5443,19996996,1500.0,11.67,credit_card,Fully Paid,36,B,2014-07-01
5444,5444,20268251,8000.0,11.67,credit_card,Fully Paid,36,B,2014-07-01
5445,5445,20700359,35000.0,20.2,debt_consolidation,Fully Paid,60,E,2014-07-01
5446,5446,23974434,20000.0,17.57,debt_consolidation,Fully Paid,60,D,2014-08-01
5447,5447,25286756,18000.0,13.35,debt_consolidation,Charged Off,36,C,2014-08-01
5448,5448,25327743,7000.0,8.39,credit_card,Fully Paid,36,A,2014-08-01
5449,5449,23945762,16000.0,10.15,debt_consolidation,Fully Paid,36,B,2014-08-01
5450,5450,22284327,20000.0,12.49,debt_consolidation,Fully Paid,36,B,2014-07-01
5451,5451,20378911,10000.0,9.17,debt_consolidation,Fully Paid,36,B,2014-07-01
5452,5452,24716954,12000.0,20.99,debt_consolidation,Fully Paid,60,E,2014-08-01
5453,5453,25316028,24000.0,24.5,home_improvement,Charged Off,60,F,2014-08-01
5454,5454,20899418,15000.0,10.99,debt_consolidation,Fully Paid,36,B,2014-07-01
5455,5455,14117768,8400.0,8.39,debt_consolidation,Fully Paid,36,A,2014-07-01
5456,5456,11455104,10000.0,12.49,credit_card,Fully Paid,36,B,2014-07-01
5457,5457,23955097,28000.0,16.99,debt_consolidation,Charged Off,60,D,2014-08-01
5458,5458,20730481,7000.0,17.57,debt_consolidation,Fully Paid,36,D,2014-07-01
5459,5459,18484848,15900.0,18.99,debt_consolidation,Fully Paid,36,E,2014-07-01
5460,5460,19806844,28000.0,14.99,debt_consolidation,Charged Off,36,C,2014-07-01
5461,5461,23954719,8000.0,11.67,debt_consolidation,Fully Paid,36,B,2014-08-01
5462,5462,21241566,5600.0,12.49,debt_consolidation,Fully Paid,36,B,2014-07-01
5463,5463,24815808,15000.0,9.17,debt_consolidation,Fully Paid,36,B,2014-08-01
5464,5464,24755889,8000.0,6.03,debt_consolidation,Fully Paid,36,A,2014-08-01
5465,5465,19998020,18000.0,12.49,debt_consolidation,Charged Off,60,B,2014-07-01
5466,5466,23944436,27200.0,6.49,debt_consolidation,Fully Paid,36,A,2014-08-01
5467,5467,20147999,7200.0,10.15,debt_consolidation,Fully Paid,36,B,2014-07-01
5468,5468,22221401,5400.0,10.99,debt_consolidation,Fully Paid,36,B,2014-07-01
5469,5469,25386407,19000.0,12.99,credit_card,Current,60,C,2014-08-01
5470,5470,24676195,21000.0,7.69,debt_consolidation,Fully Paid,36,A,2014-08-01
5471,5471,21020678,5000.0,14.49,debt_consolidation,Fully Paid,36,C,2014-07-01
5472,5472,24636113,5000.0,12.49,car,Fully Paid,36,B,2014-08-01
5473,5473,22274266,16575.0,15.61,debt_consolidation,Current,60,D,2014-07-01
5474,5474,25156912,14850.0,24.99,debt_consolidation,Fully Paid,60,F,2014-08-01
5475,5475,15740454,21550.0,22.15,debt_consolidation,Fully Paid,60,E,2014-07-01
5476,5476,25156593,25200.0,13.98,debt_consolidation,Fully Paid,36,C,2014-08-01
5477,5477,23834375,30000.0,17.57,debt_consolidation,Fully Paid,60,D,2014-08-01
5478,5478,21199980,8000.0,6.49,credit_card,Fully Paid,36,A,2014-07-01
5479,5479,20458937,10000.0,20.99,debt_consolidation,Current,60,E,2014-07-01
5480,5480,26348058,17000.0,14.49,credit_card,Charged Off,36,C,2014-09-01
5481,5481,23933503,14000.0,8.39,debt_consolidation,Fully Paid,36,A,2014-08-01
5482,5482,21380461,13625.0,11.67,credit_card,Fully Paid,36,B,2014-07-01
5483,5483,24045081,10000.0,13.98,debt_consolidation,Fully Paid,36,C,2014-08-01
5484,5484,22304641,18000.0,14.99,debt_consolidation,Fully Paid,60,C,2014-07-01
5485,5485,22264383,10000.0,10.99,debt_consolidation,Fully Paid,36,B,2014-07-01
5486,5486,22454240,8400.0,9.17,debt_consolidation,Fully Paid,36,B,2014-08-01
5487,5487,24725826,10000.0,16.99,credit_card,Fully Paid,36,D,2014-08-01
5488,5488,24024250,10500.0,13.98,debt_consolidation,Fully Paid,36,C,2014-08-01
5489,5489,24013860,18225.0,16.29,debt_consolidation,Fully Paid,36,D,2014-08-01
5490,5490,23563278,7500.0,10.99,credit_card,Fully Paid,36,B,2014-08-01
5491,5491,19647073,15000.0,10.99,debt_consolidation,Fully Paid,36,B,2014-06-01
5492,5492,3667438,15400.0,8.39,credit_card,Fully Paid,36,A,2014-08-01
5493,5493,22464370,20000.0,7.12,debt_consolidation,Fully Paid,36,A,2014-07-01
5494,5494,19918177,11700.0,16.99,credit_card,Fully Paid,60,D,2014-07-01
5495,5495,22443323,17950.0,6.03,debt_consolidation,Fully Paid,36,A,2014-07-01
5496,5496,19676848,6000.0,16.29,debt_consolidation,Fully Paid,36,D,2014-07-01
5497,5497,20538579,11200.0,15.61,debt_consolidation,Fully Paid,60,D,2014-07-01
5498,5498,20439011,10500.0,20.99,debt_consolidation,Fully Paid,60,E,2014-08-01
5499,5499,20109981,6500.0,7.12,debt_consolidation,Fully Paid,36,A,2014-07-01
5500,5500,20730403,10000.0,19.52,other,Charged Off,36,E,2014-07-01
5501,5501,21041099,8000.0,7.12,major_purchase,Fully Paid,36,A,2014-07-01
5502,5502,14378348,15000.0,7.69,debt_consolidation,Fully Paid,36,A,2014-07-01
5503,5503,22782802,3000.0,8.39,other,Fully Paid,36,A,2014-07-01
5504,5504,20409081,19800.0,13.98,debt_consolidation,Fully Paid,60,C,2014-07-01
5505,5505,22404363,7000.0,9.17,debt_consolidation,Fully Paid,36,B,2014-07-01
5506,5506,22342915,12000.0,9.17,home_improvement,Fully Paid,36,B,2014-07-01
5507,5507,20869789,7125.0,19.52,credit_card,Charged Off,36,E,2014-07-01
5508,5508,19306398,28500.0,16.29,debt_consolidation,Fully Paid,36,D,2014-06-01
5509,5509,12398376,6500.0,18.24,credit_card,Charged Off,36,D,2014-07-01
5510,5510,20740694,30000.0,24.5,home_improvement,Fully Paid,60,F,2014-07-01
5511,5511,24706295,10000.0,17.57,house,Fully Paid,60,D,2014-08-01
5512,5512,19918016,6000.0,6.49,home_improvement,Fully Paid,36,A,2014-07-01
5513,5513,19857743,12000.0,13.98,home_improvement,Fully Paid,36,C,2014-07-01
5514,5514,22301544,20000.0,7.12,credit_card,Fully Paid,36,A,2014-07-01
5515,5515,20099090,15000.0,13.98,debt_consolidation,Fully Paid,36,C,2014-07-01
5516,5516,19617405,6000.0,12.99,debt_consolidation,Fully Paid,36,C,2014-07-01
5517,5517,22441611,10000.0,10.99,credit_card,Fully Paid,36,B,2014-08-01
5518,5518,20150169,7200.0,12.99,debt_consolidation,Fully Paid,36,C,2014-07-01
5519,5519,20811386,20000.0,14.49,debt_consolidation,Fully Paid,36,C,2014-07-01
5520,5520,20029584,20475.0,16.29,debt_consolidation,Charged Off,60,D,2014-07-01
5521,5521,24174713,6000.0,6.03,debt_consolidation,Fully Paid,36,A,2014-08-01
5522,5522,21049489,15000.0,13.98,debt_consolidation,Charged Off,60,C,2014-07-01
5523,5523,21090723,10000.0,6.03,debt_consolidation,Fully Paid,36,A,2014-07-01
5524,5524,21891181,28000.0,6.49,credit_card,Fully Paid,36,A,2014-07-01
5525,5525,21341056,16000.0,15.61,debt_consolidation,Charged Off,60,D,2014-07-01
5526,5526,15431252,7000.0,10.99,car,Fully Paid,36,B,2014-05-01
5527,5527,18485594,10000.0,11.67,major_purchase,Fully Paid,36,B,2014-06-01
5528,5528,19566874,20000.0,12.99,small_business,Fully Paid,36,C,2014-06-01
5529,5529,17634454,10000.0,17.57,other,Fully Paid,36,D,2014-06-01
5530,5530,14620794,13000.0,9.67,debt_consolidation,Fully Paid,36,B,2014-04-01
5531,5531,14538800,7725.0,14.64,debt_consolidation,Fully Paid,36,C,2014-04-01
5532,5532,16411277,16000.0,14.49,debt_consolidation,Fully Paid,36,C,2014-06-01
5533,5533,13317228,12000.0,7.62,debt_consolidation,Fully Paid,36,A,2014-04-01
5534,5534,19146367,15500.0,14.99,car,Fully Paid,60,C,2014-06-01
5535,5535,15309453,9600.0,10.99,debt_consolidation,Fully Paid,36,B,2014-04-01
5536,5536,13038359,23200.0,19.47,other,Fully Paid,36,D,2014-04-01
5537,5537,14929002,7000.0,12.99,debt_consolidation,Fully Paid,36,B,2014-04-01
5538,5538,18505158,12000.0,19.52,debt_consolidation,Fully Paid,60,E,2014-06-01
5539,5539,19476129,10075.0,17.57,debt_consolidation,Charged Off,36,D,2014-06-01
5540,5540,17133602,14000.0,14.49,debt_consolidation,Fully Paid,36,C,2014-05-01
5541,5541,13417837,7900.0,15.61,debt_consolidation,Fully Paid,36,D,2014-05-01
5542,5542,17594160,11050.0,12.99,moving,Fully Paid,36,C,2014-06-01
5543,5543,15410835,23200.0,15.31,debt_consolidation,Fully Paid,36,C,2014-05-01
5544,5544,17924115,4500.0,15.61,debt_consolidation,Fully Paid,36,D,2014-06-01
5545,5545,17984530,25000.0,18.99,debt_consolidation,Fully Paid,60,E,2014-06-01
5546,5546,18986041,10000.0,11.67,debt_consolidation,Fully Paid,36,B,2014-06-01
5547,5547,17593651,8000.0,7.12,debt_consolidation,Fully Paid,36,A,2014-06-01
5548,5548,19556220,16750.0,17.57,debt_consolidation,Fully Paid,60,D,2014-06-01
5549,5549,17724208,7000.0,7.69,credit_card,Fully Paid,36,A,2014-06-01
5550,5550,17765379,18825.0,7.69,debt_consolidation,Fully Paid,36,A,2014-06-01
5551,5551,16062161,5000.0,9.17,other,Fully Paid,36,B,2014-05-01
5552,5552,14609714,5000.0,9.67,debt_consolidation,Charged Off,36,B,2014-04-01
5553,5553,15701465,13500.0,9.67,debt_consolidation,Fully Paid,36,B,2014-05-01
5554,5554,15229193,8000.0,12.99,credit_card,Fully Paid,36,B,2014-04-01
5555,5555,15580029,24000.0,7.9,debt_consolidation,Fully Paid,36,A,2014-05-01
5556,5556,15329746,15000.0,6.62,debt_consolidation,Fully Paid,36,A,2014-04-01
5557,5557,16452283,10500.0,13.35,credit_card,Fully Paid,36,C,2014-05-01
5558,5558,19075467,7000.0,7.69,debt_consolidation,Fully Paid,36,A,2014-06-01
5559,5559,19126620,5000.0,17.57,debt_consolidation,Charged Off,36,D,2014-06-01
5560,5560,13999020,10000.0,15.31,credit_card,Late (31-120 days),60,C,2014-04-01
5561,5561,16672504,23575.0,20.2,debt_consolidation,Charged Off,60,E,2014-05-01
5562,5562,11374971,7850.0,8.9,credit_card,Fully Paid,36,A,2014-04-01
5563,5563,14609570,7575.0,18.25,debt_consolidation,Fully Paid,36,D,2014-04-01
5564,5564,13858185,24000.0,6.62,credit_card,Fully Paid,36,A,2014-04-01
5565,5565,18334344,8800.0,7.12,credit_card,Fully Paid,36,A,2014-06-01
5566,5566,14317894,24925.0,18.92,debt_consolidation,Fully Paid,60,D,2014-04-01
5567,5567,16513180,26500.0,13.98,credit_card,Fully Paid,60,C,2014-05-01
5568,5568,18424505,26375.0,23.43,debt_consolidation,Fully Paid,60,F,2014-06-01
5569,5569,14869248,9000.0,9.67,debt_consolidation,Fully Paid,36,B,2014-04-01
5570,5570,15521468,20000.0,8.9,home_improvement,Fully Paid,36,A,2014-05-01
5571,5571,14690025,10000.0,7.62,credit_card,Fully Paid,36,A,2014-04-01
