RiskID,LoanID,DTI,Delinquencies,CreditInquiries,RevolvingUtilization,PublicRecords,OpenAccounts,TotalAccounts,DefaultPrediction
4248,4248,18.33,1.0,0.0,63.3,0.0,20.0,33.0,No
4249,4249,11.61,4.0,0.0,33.5,0.0,10.0,33.0,No
4250,4250,15.83,0.0,0.0,76.0,0.0,11.0,21.0,No
4251,4251,16.22,0.0,0.0,72.5,0.0,11.0,14.0,Yes
4252,4252,13.7,0.0,1.0,52.8,0.0,7.0,14.0,No
4253,4253,15.19,0.0,1.0,11.8,1.0,2.0,6.0,No
4254,4254,60.57,0.0,0.0,85.7,0.0,18.0,28.0,Yes
4255,4255,19.24,0.0,0.0,44.7,0.0,12.0,19.0,No
4256,4256,30.24,0.0,0.0,95.5,0.0,8.0,28.0,No
4257,4257,36.87,0.0,1.0,26.7,0.0,8.0,23.0,No
4258,4258,13.09,0.0,1.0,30.7,1.0,18.0,24.0,Yes
4259,4259,13.66,2.0,0.0,44.1,1.0,3.0,8.0,No
4260,4260,25.35,0.0,1.0,47.4,0.0,23.0,29.0,No
4261,4261,23.52,0.0,0.0,81.0,0.0,12.0,18.0,No
4262,4262,16.56,3.0,1.0,58.8,0.0,12.0,16.0,No
4263,4263,13.04,0.0,3.0,54.2,1.0,12.0,16.0,No
4264,4264,15.88,0.0,1.0,23.1,0.0,19.0,31.0,Yes
4265,4265,14.37,1.0,0.0,78.0,0.0,9.0,20.0,No
4266,4266,10.92,0.0,1.0,18.7,1.0,19.0,58.0,No
4267,4267,4.82,0.0,1.0,16.2,1.0,13.0,16.0,No
4268,4268,26.49,1.0,0.0,38.0,0.0,11.0,26.0,Yes
4269,4269,15.26,0.0,0.0,34.3,0.0,6.0,31.0,No
4270,4270,25.04,0.0,0.0,56.3,0.0,3.0,4.0,No
4271,4271,16.44,0.0,2.0,21.4,0.0,17.0,24.0,No
4272,4272,26.14,0.0,0.0,69.4,0.0,13.0,37.0,No
4273,4273,5.65,0.0,0.0,86.5,0.0,5.0,9.0,No
4274,4274,16.13,0.0,0.0,52.5,1.0,4.0,9.0,No
4275,4275,14.89,1.0,0.0,86.0,0.0,12.0,28.0,No
4276,4276,26.43,2.0,1.0,53.0,1.0,11.0,18.0,Yes
4277,4277,8.38,0.0,0.0,14.6,0.0,5.0,5.0,No
4278,4278,14.5,0.0,3.0,17.0,1.0,6.0,15.0,Yes
4279,4279,9.38,1.0,0.0,7.1,0.0,6.0,23.0,No
4280,4280,22.28,0.0,1.0,23.0,2.0,6.0,16.0,No
4281,4281,21.95,0.0,0.0,85.0,0.0,8.0,34.0,No
4282,4282,12.94,0.0,1.0,49.6,0.0,8.0,16.0,No
4283,4283,18.89,0.0,0.0,48.7,0.0,17.0,32.0,No
4284,4284,37.97,0.0,0.0,68.0,0.0,10.0,10.0,No
4285,4285,17.96,0.0,0.0,74.7,0.0,13.0,14.0,No
4286,4286,30.35,0.0,0.0,44.1,1.0,16.0,46.0,No
4287,4287,24.61,0.0,2.0,65.1,0.0,9.0,37.0,Yes
4288,4288,1.62,0.0,0.0,14.8,0.0,6.0,17.0,No
4289,4289,26.82,0.0,0.0,47.8,0.0,22.0,66.0,No
4290,4290,18.71,0.0,0.0,49.0,0.0,5.0,30.0,No
4291,4291,36.23,0.0,0.0,71.2,0.0,16.0,25.0,No
4292,4292,21.63,0.0,0.0,91.8,0.0,10.0,12.0,No
4293,4293,10.85,2.0,1.0,57.1,0.0,6.0,10.0,Yes
4294,4294,27.48,0.0,0.0,94.2,0.0,8.0,98.0,No
4295,4295,34.04,0.0,0.0,49.5,0.0,20.0,40.0,No
4296,4296,20.88,0.0,0.0,41.9,0.0,2.0,3.0,No
4297,4297,25.23,0.0,1.0,68.7,1.0,6.0,20.0,No
4298,4298,17.68,0.0,0.0,72.9,0.0,6.0,7.0,No
4299,4299,8.31,0.0,0.0,22.8,0.0,6.0,13.0,No
4300,4300,16.94,0.0,0.0,32.4,0.0,10.0,14.0,Yes
4301,4301,14.98,0.0,1.0,67.2,1.0,13.0,23.0,No
4302,4302,28.99,0.0,0.0,46.3,0.0,16.0,17.0,No
4303,4303,18.15,0.0,0.0,60.7,0.0,16.0,24.0,No
4304,4304,15.88,0.0,0.0,87.1,0.0,12.0,20.0,Yes
4305,4305,31.71,0.0,0.0,95.8,0.0,10.0,29.0,No
4306,4306,28.7,0.0,0.0,64.0,0.0,11.0,21.0,No
4307,4307,19.64,0.0,0.0,15.7,0.0,20.0,29.0,No
4308,4308,25.74,0.0,0.0,59.3,0.0,21.0,42.0,No
4309,4309,1.64,0.0,1.0,13.1,1.0,10.0,25.0,No
4310,4310,34.63,0.0,0.0,87.6,0.0,10.0,22.0,No
4311,4311,22.14,2.0,2.0,81.7,0.0,12.0,19.0,Yes
4312,4312,8.55,1.0,1.0,71.3,0.0,9.0,12.0,No
4313,4313,10.64,0.0,0.0,66.8,0.0,11.0,11.0,Yes
4314,4314,24.71,0.0,0.0,34.8,0.0,16.0,30.0,Yes
4315,4315,41.07,1.0,0.0,37.5,0.0,14.0,28.0,No
4316,4316,20.64,1.0,1.0,83.0,0.0,9.0,26.0,No
4317,4317,15.44,0.0,0.0,45.3,0.0,19.0,34.0,No
4318,4318,7.75,1.0,1.0,10.6,0.0,8.0,20.0,No
4319,4319,15.42,0.0,0.0,60.4,0.0,7.0,19.0,No
4320,4320,6.93,0.0,0.0,6.7,0.0,15.0,21.0,No
4321,4321,5.75,0.0,0.0,31.2,0.0,10.0,14.0,No
4322,4322,15.4,0.0,1.0,56.6,0.0,18.0,28.0,Yes
4323,4323,16.0,0.0,0.0,95.8,0.0,16.0,23.0,No
4324,4324,7.89,0.0,0.0,0.0,0.0,2.0,7.0,No
4325,4325,23.79,1.0,0.0,25.4,0.0,13.0,23.0,No
4326,4326,12.79,0.0,0.0,49.5,1.0,11.0,33.0,No
4327,4327,16.67,0.0,0.0,20.8,0.0,21.0,34.0,No
4328,4328,22.88,0.0,0.0,37.2,0.0,8.0,53.0,No
4329,4329,26.91,0.0,0.0,84.8,0.0,14.0,20.0,No
4330,4330,34.97,0.0,0.0,100.6,0.0,15.0,29.0,No
4331,4331,9.42,0.0,0.0,72.0,0.0,7.0,8.0,No
4332,4332,9.37,0.0,0.0,32.2,0.0,7.0,22.0,No
4333,4333,25.23,0.0,0.0,62.9,0.0,27.0,53.0,No
4334,4334,20.21,0.0,1.0,87.1,0.0,12.0,28.0,Yes
4335,4335,10.8,0.0,0.0,47.9,0.0,6.0,7.0,No
4336,4336,30.96,1.0,2.0,45.5,0.0,12.0,21.0,Yes
4337,4337,19.28,1.0,0.0,36.9,0.0,9.0,10.0,No
4338,4338,21.43,1.0,0.0,56.8,0.0,11.0,31.0,No
4339,4339,17.35,0.0,1.0,25.4,0.0,17.0,44.0,No
4340,4340,12.76,1.0,0.0,72.1,0.0,7.0,10.0,No
4341,4341,3.5,0.0,1.0,0.0,1.0,7.0,14.0,No
4342,4342,11.29,0.0,3.0,19.0,0.0,12.0,41.0,No
4343,4343,33.98,1.0,0.0,60.3,0.0,10.0,30.0,No
4344,4344,4.49,0.0,3.0,21.0,0.0,6.0,10.0,No
4345,4345,11.43,0.0,0.0,73.0,0.0,8.0,11.0,No
4346,4346,21.45,1.0,0.0,40.6,0.0,4.0,21.0,Yes
4347,4347,18.24,0.0,0.0,56.7,0.0,14.0,23.0,No
4348,4348,14.32,0.0,0.0,39.7,0.0,23.0,28.0,No
4349,4349,34.75,0.0,0.0,95.6,0.0,8.0,23.0,No
4350,4350,17.5,0.0,0.0,60.8,4.0,9.0,19.0,No
4351,4351,34.43,2.0,0.0,67.2,0.0,7.0,22.0,No
4352,4352,21.21,2.0,0.0,52.1,0.0,7.0,19.0,No
4353,4353,22.77,0.0,0.0,83.6,0.0,13.0,26.0,No
4354,4354,26.2,0.0,1.0,55.7,0.0,14.0,36.0,Yes
4355,4355,11.68,0.0,0.0,40.1,0.0,4.0,6.0,Yes
4356,4356,32.16,0.0,0.0,82.8,0.0,9.0,20.0,Yes
4357,4357,25.9,0.0,0.0,55.8,0.0,6.0,14.0,No
4358,4358,25.43,0.0,1.0,17.5,0.0,7.0,17.0,Yes
4359,4359,17.94,0.0,0.0,55.4,0.0,18.0,43.0,No
4360,4360,4.14,0.0,1.0,43.4,2.0,10.0,17.0,No
4361,4361,17.32,1.0,1.0,68.6,1.0,8.0,36.0,No
4362,4362,32.04,0.0,0.0,54.2,0.0,13.0,20.0,No
4363,4363,18.62,0.0,0.0,78.1,0.0,13.0,29.0,No
4364,4364,14.46,0.0,1.0,79.2,1.0,5.0,16.0,Yes
4365,4365,20.47,2.0,0.0,59.5,0.0,11.0,35.0,No
4366,4366,11.94,0.0,0.0,41.8,0.0,9.0,14.0,No
4367,4367,7.08,0.0,2.0,12.4,0.0,9.0,19.0,No
4368,4368,17.1,0.0,2.0,55.7,2.0,18.0,48.0,No
4369,4369,28.64,0.0,1.0,40.1,2.0,14.0,20.0,No
4370,4370,21.83,0.0,0.0,19.9,0.0,12.0,49.0,No
4371,4371,2.94,0.0,0.0,33.3,0.0,2.0,10.0,Yes
4372,4372,26.75,0.0,0.0,77.2,0.0,13.0,36.0,No
4373,4373,26.86,0.0,0.0,51.9,0.0,9.0,18.0,No
4374,4374,10.17,0.0,1.0,52.4,0.0,15.0,25.0,No
4375,4375,9.57,0.0,1.0,27.9,0.0,12.0,38.0,No
4376,4376,22.12,0.0,1.0,13.5,0.0,12.0,46.0,No
4377,4377,14.04,0.0,1.0,100.4,0.0,5.0,8.0,No
4378,4378,12.99,0.0,3.0,10.9,0.0,12.0,31.0,No
4379,4379,22.93,0.0,0.0,34.4,0.0,14.0,24.0,No
4380,4380,41.35,0.0,0.0,77.0,0.0,11.0,34.0,No
4381,4381,25.02,1.0,1.0,37.6,0.0,11.0,17.0,No
4382,4382,16.13,0.0,1.0,5.4,0.0,29.0,43.0,No
4383,4383,19.95,3.0,0.0,38.3,0.0,17.0,26.0,No
4384,4384,6.2,0.0,0.0,29.4,0.0,5.0,10.0,No
4385,4385,3.95,0.0,2.0,14.1,0.0,6.0,6.0,No
4386,4386,2.54,0.0,0.0,28.5,0.0,5.0,16.0,No
4387,4387,9.76,1.0,1.0,44.0,0.0,5.0,35.0,Yes
4388,4388,16.68,0.0,0.0,59.2,0.0,4.0,8.0,No
4389,4389,19.03,0.0,0.0,10.0,0.0,12.0,16.0,No
4390,4390,31.36,0.0,0.0,58.5,1.0,11.0,23.0,No
4391,4391,7.5,1.0,2.0,61.0,0.0,16.0,21.0,Yes
4392,4392,42.77,0.0,0.0,44.9,0.0,16.0,24.0,Yes
4393,4393,16.79,1.0,1.0,44.5,0.0,11.0,30.0,No
4394,4394,33.08,0.0,0.0,66.5,0.0,11.0,37.0,No
4395,4395,20.78,0.0,2.0,29.1,0.0,20.0,32.0,No
4396,4396,33.31,0.0,2.0,71.0,0.0,15.0,26.0,No
4397,4397,27.75,0.0,2.0,73.0,0.0,12.0,32.0,No
4398,4398,21.64,0.0,0.0,45.0,0.0,11.0,21.0,No
4399,4399,23.93,0.0,0.0,11.5,0.0,9.0,24.0,No
4400,4400,5.46,0.0,0.0,91.4,0.0,3.0,5.0,Yes
4401,4401,7.18,0.0,0.0,45.1,0.0,5.0,11.0,No
4402,4402,21.16,2.0,1.0,63.8,0.0,13.0,28.0,No
4403,4403,11.7,0.0,2.0,51.7,1.0,12.0,26.0,No
4404,4404,13.45,0.0,0.0,56.9,3.0,4.0,16.0,No
4405,4405,13.08,0.0,0.0,26.5,0.0,9.0,13.0,No
4406,4406,16.18,0.0,0.0,7.1,1.0,15.0,30.0,No
4407,4407,16.54,0.0,1.0,35.4,1.0,16.0,48.0,No
4408,4408,38.01,0.0,0.0,33.7,0.0,10.0,14.0,No
4409,4409,12.72,0.0,0.0,61.4,0.0,14.0,33.0,No
4410,4410,26.7,0.0,2.0,50.0,1.0,15.0,30.0,No
4411,4411,24.74,0.0,0.0,81.8,0.0,11.0,23.0,No
4412,4412,15.77,0.0,0.0,87.2,0.0,7.0,16.0,Yes
4413,4413,7.43,0.0,0.0,53.4,0.0,9.0,18.0,No
4414,4414,14.85,0.0,0.0,73.0,0.0,10.0,28.0,No
4415,4415,34.96,0.0,2.0,56.1,0.0,20.0,37.0,No
4416,4416,12.45,0.0,0.0,68.8,0.0,10.0,22.0,No
4417,4417,11.65,0.0,1.0,53.2,1.0,19.0,28.0,Yes
4418,4418,21.77,1.0,0.0,10.7,0.0,8.0,8.0,No
4419,4419,8.95,0.0,1.0,19.7,1.0,7.0,10.0,No
4420,4420,31.9,0.0,0.0,63.4,0.0,15.0,42.0,No
4421,4421,21.46,0.0,1.0,29.8,0.0,7.0,43.0,No
4422,4422,34.97,0.0,0.0,34.7,0.0,16.0,26.0,No
4423,4423,5.77,0.0,0.0,99.6,1.0,6.0,10.0,No
4424,4424,13.61,0.0,0.0,1.5,0.0,9.0,32.0,No
4425,4425,26.32,0.0,0.0,102.0,0.0,10.0,28.0,Yes
4426,4426,16.56,0.0,0.0,86.9,0.0,13.0,23.0,No
4427,4427,10.98,0.0,0.0,74.0,0.0,10.0,48.0,No
4428,4428,22.82,0.0,0.0,84.2,0.0,6.0,33.0,No
4429,4429,19.3,1.0,0.0,73.0,0.0,8.0,20.0,No
4430,4430,27.66,0.0,1.0,35.6,1.0,11.0,21.0,No
4431,4431,19.43,0.0,0.0,48.2,0.0,7.0,20.0,No
4432,4432,24.52,0.0,1.0,45.8,1.0,10.0,25.0,Yes
4433,4433,25.5,1.0,0.0,31.9,0.0,16.0,31.0,No
4434,4434,37.36,0.0,0.0,52.3,0.0,10.0,13.0,No
4435,4435,17.29,0.0,0.0,58.6,1.0,15.0,29.0,Yes
4436,4436,23.64,0.0,0.0,73.4,0.0,17.0,28.0,No
4437,4437,21.46,0.0,0.0,62.3,0.0,11.0,35.0,No
4438,4438,22.3,0.0,0.0,32.2,0.0,10.0,21.0,No
4439,4439,22.38,0.0,1.0,47.5,0.0,19.0,38.0,Yes
4440,4440,14.27,0.0,0.0,81.5,0.0,8.0,22.0,No
4441,4441,5.29,0.0,0.0,7.2,0.0,9.0,22.0,No
4442,4442,15.58,0.0,1.0,46.3,0.0,8.0,9.0,No
4443,4443,27.47,0.0,0.0,87.1,0.0,15.0,25.0,No
4444,4444,26.04,0.0,0.0,7.0,0.0,7.0,15.0,No
4445,4445,31.77,0.0,1.0,45.9,0.0,23.0,30.0,Yes
4446,4446,10.87,0.0,1.0,52.5,1.0,14.0,19.0,Yes
4447,4447,17.09,0.0,0.0,8.3,0.0,6.0,33.0,No
4448,4448,9.02,2.0,0.0,29.6,0.0,9.0,14.0,No
4449,4449,20.69,0.0,0.0,96.7,0.0,7.0,11.0,No
4450,4450,14.13,0.0,0.0,28.4,0.0,14.0,31.0,No
4451,4451,11.49,0.0,1.0,37.4,0.0,9.0,12.0,No
4452,4452,25.11,0.0,0.0,49.4,0.0,11.0,48.0,No
4453,4453,11.89,1.0,0.0,67.3,0.0,13.0,36.0,No
4454,4454,29.04,0.0,0.0,83.1,0.0,7.0,14.0,No
4455,4455,6.51,0.0,1.0,53.3,0.0,5.0,13.0,No
4456,4456,32.99,0.0,1.0,53.5,0.0,17.0,43.0,No
4457,4457,18.68,0.0,1.0,18.9,0.0,19.0,49.0,No
4458,4458,24.64,0.0,0.0,43.1,0.0,13.0,22.0,No
4459,4459,28.45,1.0,1.0,58.0,0.0,16.0,22.0,No
4460,4460,37.72,0.0,0.0,62.9,0.0,20.0,52.0,No
4461,4461,15.4,0.0,1.0,71.0,1.0,6.0,14.0,No
4462,4462,22.98,0.0,0.0,36.3,0.0,19.0,43.0,No
4463,4463,25.11,0.0,4.0,41.7,1.0,14.0,42.0,Yes
4464,4464,30.23,0.0,0.0,90.5,0.0,11.0,24.0,No
4465,4465,11.89,0.0,0.0,60.3,0.0,5.0,18.0,No
4466,4466,14.07,0.0,2.0,43.9,2.0,11.0,22.0,No
4467,4467,27.26,0.0,0.0,57.6,0.0,15.0,26.0,No
4468,4468,20.78,1.0,0.0,83.3,0.0,13.0,50.0,No
4469,4469,3.72,0.0,0.0,27.1,0.0,8.0,17.0,No
4470,4470,35.88,0.0,0.0,52.7,1.0,6.0,14.0,Yes
4471,4471,25.39,1.0,1.0,64.6,1.0,10.0,20.0,No
4472,4472,10.96,0.0,1.0,59.0,0.0,19.0,28.0,No
4473,4473,9.64,0.0,0.0,22.9,0.0,10.0,15.0,No
4474,4474,30.85,0.0,1.0,41.1,1.0,9.0,16.0,Yes
4475,4475,16.92,2.0,1.0,37.4,0.0,10.0,15.0,No
4476,4476,22.82,0.0,1.0,84.5,0.0,8.0,22.0,No
4477,4477,5.87,1.0,1.0,44.4,0.0,11.0,15.0,No
4478,4478,20.71,0.0,1.0,45.3,0.0,31.0,43.0,No
4479,4479,20.64,0.0,0.0,90.0,0.0,14.0,26.0,No
4480,4480,26.1,1.0,0.0,84.3,0.0,19.0,28.0,No
4481,4481,17.7,0.0,0.0,48.7,2.0,16.0,26.0,Yes
4482,4482,19.21,0.0,0.0,63.2,0.0,11.0,26.0,No
4483,4483,19.15,0.0,0.0,61.1,0.0,7.0,15.0,No
4484,4484,35.79,2.0,0.0,37.4,0.0,13.0,31.0,No
4485,4485,16.62,0.0,1.0,84.1,0.0,13.0,31.0,No
4486,4486,18.25,1.0,1.0,50.0,0.0,10.0,27.0,No
4487,4487,20.16,0.0,0.0,53.5,0.0,24.0,44.0,No
4488,4488,3.77,0.0,0.0,16.2,1.0,5.0,6.0,No
4489,4489,14.51,0.0,2.0,53.5,0.0,10.0,27.0,No
4490,4490,15.07,0.0,1.0,5.5,0.0,19.0,28.0,No
4491,4491,12.45,0.0,0.0,36.7,0.0,11.0,13.0,No
4492,4492,36.57,0.0,0.0,57.5,0.0,15.0,29.0,No
4493,4493,11.87,0.0,0.0,93.6,0.0,7.0,16.0,No
4494,4494,19.33,1.0,0.0,15.4,0.0,9.0,25.0,No
4495,4495,24.9,0.0,0.0,73.8,0.0,13.0,17.0,No
4496,4496,20.43,0.0,0.0,72.7,1.0,14.0,28.0,No
4497,4497,28.38,0.0,0.0,42.5,0.0,20.0,48.0,No
4498,4498,18.34,0.0,1.0,46.8,0.0,13.0,20.0,No
4499,4499,18.21,1.0,0.0,84.0,0.0,7.0,9.0,No
4500,4500,17.41,0.0,0.0,79.5,0.0,13.0,17.0,No
4501,4501,10.59,0.0,4.0,34.7,2.0,11.0,16.0,No
4502,4502,23.21,0.0,0.0,65.6,1.0,16.0,29.0,No
4503,4503,8.22,0.0,0.0,12.6,0.0,3.0,7.0,No
4504,4504,6.84,1.0,1.0,30.6,0.0,10.0,15.0,No
4505,4505,24.81,2.0,1.0,55.2,0.0,12.0,25.0,No
4506,4506,27.82,0.0,0.0,4.8,0.0,10.0,11.0,No
4507,4507,17.25,1.0,0.0,91.2,0.0,6.0,10.0,No
4508,4508,24.73,0.0,0.0,66.3,0.0,13.0,23.0,No
4509,4509,6.24,0.0,0.0,15.2,0.0,11.0,15.0,No
4510,4510,15.11,0.0,0.0,69.2,0.0,14.0,23.0,No
4511,4511,27.08,0.0,0.0,75.6,0.0,11.0,24.0,No
4512,4512,35.54,0.0,1.0,69.0,0.0,10.0,29.0,No
4513,4513,11.72,0.0,0.0,94.7,0.0,10.0,19.0,No
4514,4514,7.92,0.0,0.0,72.8,1.0,7.0,13.0,No
4515,4515,11.58,0.0,0.0,58.2,0.0,11.0,20.0,No
4516,4516,18.17,0.0,2.0,37.7,0.0,5.0,10.0,Yes
4517,4517,12.61,0.0,2.0,45.8,0.0,12.0,21.0,No
4518,4518,22.58,0.0,0.0,72.3,0.0,17.0,20.0,No
4519,4519,16.1,0.0,0.0,65.1,0.0,5.0,10.0,Yes
4520,4520,9.44,1.0,1.0,68.9,1.0,6.0,11.0,No
4521,4521,30.35,0.0,1.0,73.0,0.0,14.0,39.0,No
4522,4522,20.11,0.0,0.0,13.0,0.0,27.0,51.0,No
4523,4523,16.51,0.0,1.0,86.8,0.0,12.0,16.0,No
4524,4524,9.3,1.0,2.0,16.0,0.0,11.0,24.0,Yes
4525,4525,15.06,0.0,1.0,79.4,1.0,6.0,9.0,No
4526,4526,13.24,0.0,0.0,41.1,0.0,29.0,49.0,No
4527,4527,13.65,0.0,0.0,57.2,0.0,8.0,8.0,No
4528,4528,9.49,0.0,0.0,26.5,1.0,9.0,18.0,No
4529,4529,12.62,0.0,0.0,7.2,0.0,16.0,35.0,No
4530,4530,9.69,0.0,1.0,35.9,1.0,6.0,9.0,No
4531,4531,18.03,0.0,1.0,36.7,1.0,11.0,42.0,No
4532,4532,28.61,0.0,1.0,20.4,1.0,10.0,52.0,No
4533,4533,16.61,1.0,0.0,90.5,0.0,14.0,21.0,Yes
4534,4534,19.44,1.0,0.0,48.5,1.0,20.0,39.0,No
4535,4535,26.03,2.0,1.0,61.8,0.0,10.0,31.0,No
4536,4536,13.47,1.0,0.0,84.1,0.0,11.0,24.0,No
4537,4537,21.26,1.0,0.0,88.9,0.0,8.0,27.0,No
4538,4538,4.76,0.0,0.0,55.7,1.0,6.0,24.0,Yes
4539,4539,13.26,0.0,0.0,24.9,0.0,9.0,15.0,No
4540,4540,19.94,0.0,0.0,66.4,0.0,10.0,36.0,No
4541,4541,13.2,0.0,0.0,70.6,0.0,6.0,8.0,No
4542,4542,5.68,0.0,0.0,34.6,0.0,9.0,9.0,No
4543,4543,17.94,0.0,0.0,62.8,0.0,5.0,10.0,No
4544,4544,14.23,0.0,1.0,69.4,0.0,11.0,32.0,No
4545,4545,17.48,0.0,0.0,52.6,0.0,21.0,42.0,No
4546,4546,16.28,0.0,2.0,72.0,1.0,10.0,29.0,No
4547,4547,30.5,0.0,0.0,64.0,0.0,13.0,23.0,No
4548,4548,17.63,0.0,0.0,21.3,1.0,21.0,47.0,No
4549,4549,11.24,2.0,0.0,20.3,0.0,8.0,14.0,No
4550,4550,16.2,0.0,1.0,78.2,0.0,9.0,20.0,No
4551,4551,18.04,0.0,1.0,48.0,0.0,11.0,22.0,Yes
4552,4552,24.33,0.0,0.0,76.5,0.0,16.0,33.0,No
4553,4553,24.42,1.0,0.0,77.8,0.0,10.0,20.0,No
4554,4554,21.25,1.0,0.0,49.4,0.0,19.0,32.0,No
4555,4555,20.08,0.0,1.0,75.0,0.0,10.0,12.0,No
4556,4556,19.56,1.0,0.0,55.9,0.0,8.0,12.0,No
4557,4557,29.24,0.0,0.0,48.6,0.0,10.0,18.0,Yes
4558,4558,31.94,1.0,1.0,59.1,0.0,20.0,27.0,No
4559,4559,12.04,0.0,0.0,49.1,0.0,14.0,32.0,No
4560,4560,26.13,0.0,0.0,15.9,0.0,17.0,30.0,No
4561,4561,23.24,0.0,0.0,60.4,0.0,18.0,22.0,Yes
4562,4562,32.04,0.0,0.0,26.9,0.0,15.0,27.0,No
4563,4563,1.7,0.0,0.0,4.2,0.0,7.0,34.0,No
4564,4564,6.24,0.0,1.0,29.5,0.0,6.0,18.0,No
4565,4565,7.56,0.0,0.0,40.6,0.0,11.0,30.0,Yes
4566,4566,10.4,1.0,0.0,50.3,0.0,6.0,9.0,No
4567,4567,8.86,2.0,0.0,91.6,0.0,7.0,16.0,No
4568,4568,13.32,0.0,0.0,78.0,0.0,7.0,14.0,No
4569,4569,22.3,0.0,1.0,26.2,2.0,7.0,9.0,No
4570,4570,13.43,0.0,1.0,16.7,0.0,11.0,22.0,No
4571,4571,19.89,0.0,0.0,56.7,0.0,12.0,38.0,No
4572,4572,24.17,0.0,1.0,1.5,0.0,11.0,25.0,No
4573,4573,17.53,0.0,0.0,39.9,0.0,13.0,27.0,No
4574,4574,19.25,0.0,0.0,81.2,0.0,6.0,26.0,No
4575,4575,23.49,0.0,0.0,32.6,0.0,13.0,23.0,No
4576,4576,18.74,0.0,0.0,66.4,0.0,10.0,19.0,No
4577,4577,7.21,0.0,0.0,69.6,0.0,5.0,14.0,No
4578,4578,31.56,2.0,0.0,82.3,0.0,8.0,20.0,No
4579,4579,24.51,1.0,0.0,72.0,0.0,8.0,20.0,No
4580,4580,25.26,0.0,1.0,45.1,0.0,8.0,23.0,No
4581,4581,10.18,11.0,0.0,16.0,0.0,16.0,26.0,No
4582,4582,18.46,0.0,1.0,80.7,0.0,11.0,18.0,No
4583,4583,4.71,0.0,3.0,41.5,9.0,10.0,16.0,No
4584,4584,32.04,1.0,0.0,71.8,0.0,10.0,23.0,No
4585,4585,11.19,0.0,0.0,69.4,0.0,14.0,30.0,No
4586,4586,10.98,1.0,0.0,60.5,0.0,6.0,17.0,No
4587,4587,7.37,0.0,0.0,96.4,0.0,4.0,16.0,No
4588,4588,16.98,0.0,0.0,69.6,0.0,9.0,15.0,No
4589,4589,35.29,0.0,0.0,34.6,0.0,30.0,49.0,No
4590,4590,10.42,0.0,1.0,71.7,2.0,9.0,29.0,No
4591,4591,23.18,0.0,2.0,54.9,0.0,13.0,35.0,No
4592,4592,4.28,0.0,0.0,6.0,0.0,20.0,34.0,No
4593,4593,25.82,0.0,0.0,78.0,0.0,19.0,26.0,No
4594,4594,45.56,0.0,0.0,88.9,0.0,11.0,29.0,No
4595,4595,5.45,0.0,0.0,27.6,1.0,7.0,13.0,No
4596,4596,34.66,1.0,1.0,28.4,0.0,5.0,5.0,Yes
4597,4597,5.64,0.0,0.0,68.8,0.0,4.0,20.0,No
4598,4598,14.8,3.0,4.0,31.3,0.0,11.0,22.0,No
4599,4599,7.9,0.0,0.0,27.8,0.0,7.0,9.0,No
4600,4600,22.85,0.0,0.0,81.0,0.0,8.0,20.0,No
4601,4601,9.67,0.0,1.0,45.3,0.0,11.0,21.0,No
4602,4602,15.93,0.0,0.0,52.5,0.0,12.0,29.0,No
4603,4603,18.82,3.0,0.0,65.0,0.0,22.0,40.0,Yes
4604,4604,26.11,0.0,1.0,49.6,0.0,20.0,34.0,No
4605,4605,23.24,0.0,1.0,14.2,1.0,13.0,38.0,No
4606,4606,17.54,0.0,0.0,7.4,0.0,16.0,26.0,No
4607,4607,11.58,0.0,2.0,48.5,0.0,10.0,23.0,No
4608,4608,34.94,1.0,1.0,27.0,0.0,16.0,36.0,Yes
4609,4609,16.16,1.0,1.0,86.6,0.0,6.0,18.0,No
4610,4610,15.09,0.0,0.0,29.9,0.0,7.0,10.0,No
4611,4611,4.29,0.0,0.0,14.5,0.0,7.0,19.0,No
4612,4612,19.11,1.0,0.0,13.9,0.0,7.0,26.0,No
4613,4613,14.4,0.0,3.0,40.4,0.0,11.0,13.0,No
4614,4614,20.5,1.0,0.0,45.7,0.0,10.0,25.0,Yes
4615,4615,16.61,0.0,0.0,48.9,0.0,6.0,33.0,No
4616,4616,29.52,0.0,0.0,34.7,1.0,14.0,25.0,Yes
4617,4617,28.18,0.0,0.0,43.9,0.0,10.0,18.0,No
4618,4618,43.38,1.0,0.0,56.7,0.0,26.0,57.0,No
4619,4619,19.54,1.0,0.0,71.7,0.0,9.0,19.0,No
4620,4620,19.01,0.0,1.0,58.3,0.0,12.0,17.0,Yes
4621,4621,18.24,0.0,0.0,29.6,0.0,28.0,54.0,No
4622,4622,4.27,0.0,0.0,44.5,0.0,8.0,29.0,No
4623,4623,7.31,0.0,0.0,13.4,0.0,3.0,6.0,No
4624,4624,2.05,0.0,0.0,27.0,0.0,7.0,12.0,No
4625,4625,17.04,0.0,0.0,21.7,0.0,10.0,22.0,No
4626,4626,31.62,0.0,0.0,61.1,0.0,9.0,18.0,No
4627,4627,35.57,1.0,0.0,94.1,0.0,10.0,28.0,Yes
4628,4628,10.96,0.0,0.0,16.1,0.0,11.0,28.0,No
4629,4629,8.83,0.0,0.0,12.9,0.0,8.0,19.0,No
4630,4630,32.5,0.0,0.0,34.6,0.0,8.0,16.0,Yes
